嗚呼;ꜛあꜜあ
不安感;ふꜛあꜜんかん
ファンタジー;ꜛふぁꜜんたじい
ファンタジック;ふぁꜛんたじꜜっく
ファンタスティック;ふぁꜛんたす*てぃꜜっく
不安定;ふꜛあꜜんてい
ファンデーション;ふぁꜛんでꜜえしょん
ファンド;ꜛふぁꜜんど
不案内;ふꜛあꜜんない
ファンファーレ;ふぁꜛんふぁꜜあれ
ファンブル;ꜛふぁꜜんぶる
ファンレター;ふぁꜛんれꜜたあ
ふい;ꜛふꜜい
不意;ふꜛい
武威;ꜛぶꜜい
部位;ꜛぶꜜい
ブイ;ꜛぶꜜい
フィアンセ;ふぃꜛあꜜんせ
フィアンセ;ꜛふぃꜜあんせ
フィート;ꜛふぃꜜいと
フィードバック;ふぃꜛいどばꜜっく
フィーバー;ꜛふぃꜜいばあ
フィーリング;ふぃꜛいりんぐ~
フィールディング;ふぃꜛいるでぃんぐ~
フィールド;ふぃꜛいるど
フィールドアスレチック;ふぃꜛいるどあすれち*ꜜっく
不意打ち;ふꜛいうち
ブイエイチエフ;ぶꜛいえいちえꜜふ
フィギュア;ꜛふぃꜜぎゅあ
扶育;ふꜛいく
フィクション;ꜛふぃꜜく*しょん
鞴;ふꜛいご~
吹聴;ふꜛいちょう
フィッシング;ꜛふぃꜜっしんぐ~
フィッシング;ふぃꜛっしんぐ~
フィット;ꜛふぃꜜっと
フィナーレ;ふぃꜛなꜜあれ
フィニッシュ;ꜛふぃꜜにっしゅ
ブイネック;ぶꜛいねꜜっく
ブイヤベース;ぶꜛいやべꜜえす
フィヨルド;ふぃꜛよꜜるど
フィヨルド;ふぃꜛよるど
ブイヨン;ꜛぶꜜいよん
フィラメント;ꜛふぃꜜらめんと
フィラリア;ふぃꜛらりあ
不入り;ふꜛいり
ふ入り;ふꜛいり
斑入り;ふꜛいり
フィルター;ふぃꜛるたあ
フィルター;ꜛふぃꜜるたあ
フィルハーモニー;ふぃꜛるはꜜあもにい
フィルム;ꜛふぃꜜるむ
ふ音;ふꜛいん
訃音;ふꜛいん
無音;ぶꜛいん
部員;ぶꜛいん
部員;ꜛぶꜜいん
フィンガーボウル;ふぃꜛんが~あぼꜜうる
風;ꜛふꜜう
封;ꜛふꜜう
風合い;ふꜛうあい
風圧;ふꜛうあつ
風位;ꜛふꜜうい
封印;ふꜛういん
風韻;ふꜛういん
風雨;ꜛふꜜうう
風雲;ふꜛううん
風雲児;ふꜛううꜜんじ
風化;ふꜛうか
フーガ;ꜛふꜜうが
風雅;ꜛふꜜうが~
風害;ふꜛうが~い
風格;ふꜛうかく
風化作用;ふꜛうかさꜜよう
風柄;ふꜛうが~ら
風変わり;ふꜛうが~ꜜわり
封かん;ふꜛうかん
封緘;ふꜛうかん
封かんはがき;ふꜛうかんはꜜが~き
封緘はがき;ふꜛうかんはꜜが~き
風紀;ꜛふꜜうき
富貴;ꜛふꜜうき
富貴;ꜛふꜜっき
風教;ふꜛうきょう
封切り;ふꜛうきり
封切館;ふꜛうきりꜜかん
封切る;ふꜛうきꜜる
風琴;ふꜛうきん
ブーケ;ꜛぶꜜうけ
風景;ꜛふꜜうけい
風景画;ふꜛうけいが~
風穴;ふꜛうけつ
風月;ꜛふꜜうげ~つ
ブーゲンビリア;ぶꜛうげんびꜜりあ
風向;ふꜛうこう
風光;ふꜛうこう
風光明美;ふꜛうこうめꜜいび
風光明媚;ふꜛうこうめꜜいび
封鎖;ふꜛうさ
封鎖;ꜛふꜜうさ
風さい;ふꜛうさい
風采;ふꜛうさい
封殺;ふꜛうさつ
夫子;ꜛふꜜうし
風姿;ꜛふꜜうし
風刺;ふꜛうし
封じ;ふꜛうじ
封じ込める;ふꜛうじこめꜜる
風刺小説;ふꜛうししょꜜうせつ
封じ手;ふꜛうじて
封じ手;ふꜛうじꜜて
封じ目;ふꜛうじめ
封じ目;ふꜛうじめꜜ
風車;ꜛふꜜうしゃ
風車;ふꜛうしゃ
風習;ふꜛうしゅう
封書;ふꜛうしょ
封じる;ふꜛうじる
封じる;ふꜛうじꜜる
風しん;ふꜛうしん
風疹;ふꜛうしん
風神;ふꜛうじん
ブース;ꜛぶꜜうす
風水;ふꜛうすい
風水害;ふꜛうすꜜいが~い
ブースター;ꜛぶꜜうす*たあ
風する;ふꜛうすꜜる
諷する;ふꜛうすꜜる
封ずる;ふꜛうずる
封ずる;ふꜛうずꜜる
風声;ふꜛうせい
風勢;ふꜛうせい
風成岩;ふꜛうせꜜいが~ん
風積土;ふꜛうせきꜜど
風積土;ふꜛうせꜜきど
風雪;ふꜛうせつ
風説;ふꜛうせつ
風船;ふꜛうせん
風前;ふꜛうぜん
風船玉;ふꜛうせんだま
風霜;ふꜛうそう
風葬;ふꜛうそう
風速;ふꜛうそく
風俗;ꜛふꜜうぞく
風俗営業;ふꜛうぞくえꜜいぎ~ょう
風俗画;ふꜛうぞくが~
風速計;ふꜛうそく*けい
風速計;ふꜛうそく*ꜜけい
風俗史;ふꜛうぞく*ꜜし
風俗史;ふꜛうぞꜜく*し
風体;ꜛふꜜうたい
風袋;ꜛふꜜうたい
風致;ꜛふꜜうち
風致地区;ふꜛうちち*ꜜく
風致地区;ふꜛうちち*くꜜ
風潮;ふꜛうちょう
風致林;ふꜛうちꜜりん
風鎮;ふꜛうちん
ブーツ;ꜛぶꜜうつ
風体;ꜛふꜜうてい
瘋癲;ふꜛうてん
風土;ꜛふꜜうど
風度;ꜛふꜜうど
フード;ꜛふꜜうど
封筒;ふꜛうとう
風洞;ふꜛうどう
風倒木;ふꜛうとꜜうぼく
風土病;ふꜛうどびょう
プードル;ꜛぷꜜうどる
封入;ふꜛうにゅう
風波;ꜛふꜜうは
風媒花;ふꜛうばꜜいか
風発;ふꜛうはつ
風靡;ꜛふꜜうび
風評;ふꜛうひょう
夫婦;ꜛふꜜうふ
夫婦気取り;ふꜛうふ*きꜜどり
夫婦げんか;ふꜛうふげ~ꜜんか
夫婦喧嘩;ふꜛうふげ~ꜜんか
夫婦連れ;ふꜛうふずれ
夫婦連れ;ふꜛうふづれ
夫婦連れ;ふꜛうふずれꜜ
夫婦連れ;ふꜛうふづれꜜ
風物;ꜛふꜜうぶつ
風物詩;ふꜛうぶつꜜし
風物詩;ふꜛうぶꜜつ*し
夫婦仲;ふꜛうふꜜなか
夫婦仲;ふꜛうふなꜜか
夫婦者;ふꜛうふもの
夫婦者;ふꜛうふものꜜ
夫婦約束;ふꜛうふやꜜく*そく
夫婦養子;ふꜛうふよꜜうし
夫婦別れ;ふꜛうふわꜜかれ
風聞;ふꜛうぶん
風貌;ふꜛうぼう
風防;ふꜛうぼう
風防ガラス;ふꜛうぼうがꜜらす
風味;ꜛふꜜうみ
風味;ふꜛうみꜜ
ブーム;ꜛぶꜜうむ
ブーメラン;ꜛぶꜜうめらん
風紋;ふꜛうもん
風来坊;ふꜛうらꜜいぼう
風流;ꜛふꜜうりゅう
風流人;ふꜛうりゅꜜうじん
風力;ꜛふꜜうりょく
風鈴;ふꜛうりん
プール;ꜛぷꜜうる
プール計算;ぷꜛうるけꜜいさん
プールサイド;ぷꜛうるさꜜいど
プール熱;ぷꜛうるꜜねつ
風浪;ふꜛうろう
封ろう;ふꜛうろう
封蝋;ふꜛうろう
不運;ꜛふꜜうん
武運;ꜛぶꜜうん
不壊;ꜛふꜜえ
笛;ふꜛえ
フェアー;ꜛふぇꜜああ
フェアウエー;ふぇꜛあうえꜜえ
フェアプレー;ふぇꜛあぷれꜜえ
不衛生;ふꜛえꜜいせい
フェイント;ふぇꜛいんと
フェードアウト;ふぇꜛえどあꜜうと
フェードイン;ふぇꜛえどいꜜん
フェードイン;ふぇꜛえどꜜいん
フェーン現象;ふぇꜛえんげꜜんしょう
賦役;ꜛふꜜえき
不易;ꜛふꜜえき
不易;ふꜛえき
フェザー級;ふぇꜛざあきゅう
フェスティバル;ꜛふぇꜜす*てぃばる
斧鉞;ꜛふꜜえつ
斧鉞;ふꜛえつ
不得手;ふꜛえꜜて
不得手;ꜛふꜜえて
フェニックス;ꜛふぇꜜにっく*す
フェニックス;ふぇꜛにꜜっく*す
笛吹き;ふꜛえふ*きꜜ
笛吹き;ふꜛえふ*ꜜき
フェミニスト;ふぇꜛみにꜜす*と
フェミニズム;ふぇꜛみにꜜずむ
フェリー;ꜛふぇꜜりい
フェリーボート;ふぇꜛりいぼꜜうと
殖える;ふꜛえꜜる
増える;ふꜛえꜜる
フェルト;ふぇꜛると
フェルトペン;ふぇꜛるとꜜぺん
フェルトペン;ふぇꜛるとぺん
フェロモン;ꜛふぇꜜろもん
不縁;ꜛふꜜえん
不縁;ふꜛえん
敷延;ふꜛえん
フェンシング;ꜛふぇꜜんしんぐ~
フェンス;ꜛふぇꜜんす
無遠慮;ぶꜛえꜜんりょ
フォアグラ;ふぉꜛあぐら
フォアハンド;ふぉꜛあはꜜんど
フォアボール;ꜛふぉꜜあぼうる
フォアボール;ふぉꜛあꜜぼうる
フォアボール;ふぉꜛあぼꜜうる
フォーカス;ꜛふぉꜜうかす
フォーク;ꜛふぉꜜうく
フォークソング;ふぉꜛうく*そꜜんぐ~
フォークダンス;ふぉꜛうくだꜜんす
フォークボール;ふぉꜛうくぼꜜうる
フォークリフト;ふぉꜛうくりꜜふ*と
フォークロア;ふぉꜛうくろꜜあ
フォーマット;ꜛふぉꜜうまっと
フォーマル;ꜛふぉꜜうまる
フォーマルウエア;ふぉꜛうまるうえꜜあ
フォーム;ꜛふぉꜜうむ
フォーメーション;ふぉꜛうめꜜえしょん
フォーラム;ꜛふぉꜜうらむ
フォックストロット;ふぉꜛっくす*とろꜜっと
フォックストロット;ふぉꜛっくす*とꜜろっと
フォト;ꜛふぉꜜと
ぶ男;ぶꜛおꜜとこ
醜男;ぶꜛおꜜとこ
フォルテ;ꜛふぉꜜるて
フォルティッシモ;ふぉꜛるてぃꜜっしも
フォルム;ꜛふぉꜜるむ
フォロー;ꜛふぉꜜろう
フォワード;ふぉꜛわあど
不穏;ふꜛおん
フォンデュ;ꜛふぉꜜんでゅ
フォンデュ;ふぉꜛんでゅꜜ
不穏当;ふꜛおꜜんとう
負荷;ꜛふꜜか
富家;ꜛふꜜか
不可;ꜛふꜜか
浮華;ꜛふꜜか
賦課;ꜛふꜜか
付加;ꜛふꜜか
ふ化;ꜛふꜜか
孵化;ꜛふꜜか
不可;ふꜛかꜜ
浮華;ふꜛかꜜ
賦課;ふꜛかꜜ
付加;ふꜛかꜜ
ふ化;ふꜛかꜜ
孵化;ふꜛかꜜ
鱶;ふꜛか
鱶;ふꜛかꜜ
部下;ꜛぶꜜか
フガート;ふꜛがꜜあと
深編みがさ;ふꜛかあみが~ꜜさ
深編み笠;ふꜛかあみが~ꜜさ
深い;ふꜛかꜜい
部会;ぶꜛかい
不快;ふꜛかꜜい
不快;ふꜛかい
部外;ꜛぶꜜが~い
不快指数;ふꜛかいしꜜすう
不快指数;ふꜛかいしすꜜう
腑甲斐無い;ふꜛが~いなꜜい
深入り;ふꜛかいり
深入り;ふꜛかいりꜜ
深追い;ふꜛかおい
不可解;ふꜛかꜜかい
付加価値;ふꜛかかꜜち
付加価値税;ふꜛかかちꜜぜい
ふ化器;ふꜛかꜜき
孵化器;ふꜛかꜜき
付加給付;ふꜛかきゅꜜうふ
賦課金;ふꜛかきん
不覚;ふꜛかく
舞楽;ꜛぶꜜが~く
不確実;ふꜛかꜜくじつ
不拡大;ふꜛかꜜくだい
深靴;ふꜛかぐ~つ
深靴;ふꜛかꜜぐ~つ
不確定;ふꜛかꜜく*てい
付加刑;ふꜛかꜜけい
不可欠;ふꜛかꜜけつ
不加減;ふꜛかꜜげ~ん
不可抗力;ふꜛかこꜜうりょく
深さ;ふꜛかꜜさ
深さ;ꜛふꜜかさ
深酒;ふꜛかざけ
深酒;ふꜛかꜜざけ
ふかし芋;ふꜛかしꜜいも
蒸かし芋;ふꜛかしꜜいも
不可思議;ふꜛかꜜしぎ~
ふ化場;ふꜛかじょう
孵化場;ふꜛかじょう
不可侵;ふꜛかꜜしん
吹かす;ふꜛかꜜす
蒸かす;ふꜛかꜜす
更かす;ふꜛかꜜす
ふ化水槽;ふꜛかすꜜいそう
孵化水槽;ふꜛかすꜜいそう
深づめ;ふꜛかꜜずめ
深爪;ふꜛかꜜずめ
深づめ;ふꜛかꜜづめ
深爪;ふꜛかꜜづめ
深づめ;ふꜛかずめ
深爪;ふꜛかずめ
深づめ;ふꜛかづめ
深爪;ふꜛかづめ
付加税;ふꜛかꜜぜい
不格好;ぶꜛかꜜっこう
不勝手;ふꜛかꜜって
不活発;ふꜛかꜜっぱつ
深手;ふꜛかで
深情け;ふꜛかなꜜさけ
不可能;ふꜛかꜜのう
不可避;ふꜛかꜜひ
ふかふか;ꜛふꜜかふ*か
ふかふか;ふꜛかꜜふ*か
ふかふか;ふꜛかふ*か
ぶかぶか;ꜛぶꜜかぶか
ぶかぶか;ぶꜛかぶか
ぷかぷか;ꜛぷꜜかぷ*か
ぷかぷか;ぷꜛかꜜぷ*か
深々と;ふꜛかぶꜜかと
不可分;ふꜛかꜜぶん
深間;ふꜛかまꜜ
深間;ふꜛかま
深間;ふꜛかꜜま
深まる;ふꜛかまꜜる
深み;ふꜛかみꜜ
深み;ふꜛかみ
深み;ふꜛかꜜみ
深緑;ふꜛかみꜜどり
深める;ふꜛかめꜜる
深酔い;ふꜛかよい
深読み;ふꜛかよみ
俯瞰;ふꜛかん
武官;ꜛぶꜜかん
不感症;ふꜛかんしょう
不感症;ふꜛかꜜんしょう
不完全;ふꜛかꜜんぜん
不完全燃焼;ふꜛかんぜんねꜜんしょう
不帰;ꜛふꜜき
付記;ꜛふꜜき
不帰;ふꜛきꜜ
付記;ふꜛきꜜ
蕗;ふꜛき
不義;ꜛふꜜぎ~
付議;ꜛふꜜぎ~
武器;ꜛぶꜜき
ブギ;ꜛぶꜜぎ
武技;ꜛぶꜜぎ~
吹き上がる;ふꜛきあが~ꜜる
吹き上がる;ふꜛきあが~る
吹き上げ;ふꜛきあげ~
吹き上げる;ふꜛきあげ~ꜜる
吹き上げる;ふꜛきあげ~る
吹き荒れる;ふꜛきあれꜜる
吹き荒れる;ふꜛきあれる
ふき板;ふꜛきいた
葺き板;ふꜛきいた
ふき板;ふꜛきいꜜた
葺き板;ふꜛきいꜜた
ブギウギ;ꜛぶꜜぎうぎ
ブギウギ;ぶꜛぎうꜜぎ
吹き降ろす;ふꜛきおろꜜす
吹き降ろす;ふꜛきおろす
府議会;ふꜛぎꜜかい
府議会;ふꜛぎ~ꜜかい
府議会議員;ふꜛぎかいぎꜜいん
府議会議員;ふꜛぎ~かいぎꜜいん
ふき替え;ふꜛきかえ
葺き替え;ふꜛきかえ
吹き替え;ふꜛきかえ
吹き返す;ふꜛきかꜜえす
吹き返す;ふꜛきかえす
吹き掛ける;ふꜛきかけꜜる
吹き掛ける;ふꜛきかける
吹き消す;ふꜛきけꜜす
ふき消す;ふꜛきけꜜす
拭き消す;ふꜛきけꜜす
吹き消す;ふꜛきけす
ふき消す;ふꜛきけす
拭き消す;ふꜛきけす
不機嫌;ふꜛきꜜげ~ん
吹きこぼれる;ふꜛきこぼれꜜる
吹きこぼれる;ふꜛきこぼれる
吹き込み;ふꜛきこみ
ふき込む;ふꜛきこꜜむ
拭き込む;ふꜛきこꜜむ
吹き込む;ふꜛきこꜜむ
吹き込む;ふꜛきこむ
吹きさらし;ふꜛきさらし
吹きっつぁらし;ふꜛきっつぁらし
吹きすさぶ;ふꜛきす*さꜜぶ
吹きすさぶ;ふꜛきす*さぶ
不起訴;ふꜛきꜜそ
ふき掃除;ふꜛきそꜜうじ
拭き掃除;ふꜛきそꜜうじ
不規則;ふꜛきꜜそく
不規則;ふꜛきそꜜく
吹き倒す;ふꜛきたおꜜす
吹き倒す;ふꜛきたおす
噴き出す;ふꜛきだꜜす
吹き出す;ふꜛきだꜜす
吹き出す;ふꜛきだす
吹きだまり;ふꜛきだまり
吹き溜まり;ふꜛきだまり
吹き散らす;ふꜛきちらꜜす
吹き散らす;ふꜛきちらす
不吉;ふꜛきつ
吹きつける;ふꜛきつ*けꜜる
吹きつける;ふꜛきつ*ける
吹き続ける;ふꜛきつずけꜜる
吹き続ける;ふꜛきつづけꜜる
吹き続ける;ふꜛきつずける
吹き続ける;ふꜛきつづける
ぶきっちょ;ぶꜛき*ꜜっちょ
吹きつのる;ふꜛきつのꜜる
吹きつのる;ふꜛきつのる
吹き出物;ふꜛきでもの
吹き出る;ふꜛきでꜜる
吹き出る;ふꜛきでる
吹き通し;ふꜛきとうし
吹き通し;ふꜛきとおし
吹き通す;ふꜛきとꜜうす
吹き通す;ふꜛきとꜜおす
吹き通す;ふꜛきとうす
吹き通す;ふꜛきとおす
吹き飛ばす;ふꜛきとばꜜす
吹き飛ばす;ふꜛきとばす
吹き飛ぶ;ふꜛきとꜜぶ
ふき取る;ふꜛきとꜜる
拭き取る;ふꜛきとꜜる
吹き流し;ふꜛきなが~し
吹き鳴らす;ふꜛきならꜜす
吹き鳴らす;ふꜛきならす
吹き抜き;ふꜛきぬき
吹き抜け;ふꜛきぬけ
吹き抜ける;ふꜛきぬけꜜる
吹き抜ける;ふꜛきぬける
蕗の薹;ふꜛきのとꜜう
蕗の薹;ふꜛきのꜜとう
吹き払う;ふꜛきはらꜜう
吹き払う;ふꜛきはらう
吹き降り;ふꜛきぶり
吹き降り;ふꜛきꜜぶり
吹きまくる;ふꜛきまくꜜる
吹きまくる;ふꜛきまくる
吹き回し;ふꜛきまわし
不気味;ぶꜛきみ
不気味;ꜛぶꜜきみ
不気味;ぶꜛきꜜみ
不義者;ふꜛぎ~もの
吹き矢;ふꜛきꜜや
普及;ふꜛきゅう
腐朽;ふꜛきゅう
不朽;ふꜛきゅう
不急;ふꜛきゅう
不休;ふꜛきゅう
普及版;ふꜛきゅうばん
普及率;ふꜛきゅꜜうりつ
不況;ふꜛきょう
不興;ふꜛきょう
布教;ふꜛきょう
富強;ふꜛきょう
不器用;ぶꜛきꜜよう
奉行;ꜛぶꜜぎ~ょう
不況カルテル;ふꜛきょうかꜜるてる
不行儀;ふꜛぎょꜜうぎ~
布教師;ふꜛきょꜜうし
奉行所;ぶꜛぎ~ょうしょ
奉行所;ぶꜛぎ~ょうしょꜜ
不行状;ふꜛぎょꜜうじょう
不行跡;ふꜛぎょꜜうせき
不協和音;ふꜛきょうわꜜおん
不許可;ふꜛきょꜜか
部局;ꜛぶꜜきょく
舞曲;ꜛぶꜜきょく
吹き寄せ;ふꜛきよせ
吹き寄せる;ふꜛきよせꜜる
吹き寄せる;ふꜛきよせる
不義理;ꜛふꜜぎ~り
不義理;ふꜛぎ~りꜜ
不義理;ふꜛぎ~ꜜり
不義理;ふꜛぎ~り
不規律;ふꜛきꜜりつ
不器量;ふꜛきꜜりょう
不器量;ぶꜛきꜜりょう
吹き渡る;ふꜛきわたꜜる
吹き渡る;ふꜛきわたる
布巾;ふꜛきꜜん
付近;ꜛふꜜきん
付近;ふꜛきꜜん
不均衡;ふꜛきꜜんこう
不謹慎;ふꜛきꜜんしん
服;ふꜛくꜜ
幅;ふꜛくꜜ
福;ふꜛくꜜ
副;ふꜛくꜜ
複;ふꜛくꜜ
吹く;ꜛふꜜく
吹く;ふꜛくꜜ
拭く;ふꜛく
葺く;ふꜛく
河豚;ꜛふꜜぐ~
武具;ꜛぶꜜぐ~
不具合;ふꜛぐ~ꜜあい
腹圧;ふꜛくあつ
腹案;ふꜛくあん
復位;ふꜛくꜜい
復位;ꜛふꜜくい
福井;ふꜛくꜜい
福井;ふꜛくい
馥郁;ふꜛくいく
福音;ふꜛくいん
幅員;ふꜛくいん
復員;ふꜛくいん
福音書;ふꜛくいんしょ
福音書;ふꜛくいんしょꜜ
不遇;ふꜛぐ~う
福運;ふꜛくうん
服役;ふꜛくえき
服役囚;ふꜛくえき*ꜜしゅう
復縁;ふꜛくえん
復円;ふꜛくえん
福岡;ふꜛくꜜおか
複音;ふꜛくおん
副音声;ふꜛくおꜜんせい
復学;ふꜛくが~く
服加減;ふꜛくかꜜげ~ん
副官;ふꜛくかん
複眼;ふꜛくが~ん
副議長;ふꜛくぎꜜちょう
副業;ふꜛくぎ~ょう
復元;ふꜛくげ~ん
復原;ふꜛくげ~ん
復原力;ふꜛくげ~ꜜんりょく
腹こう;ふꜛくこう
腹腔;ふꜛくこう
複合;ふꜛくご~う
複合語;ふꜛくご~うご~
複合動詞;ふꜛくご~うどꜜうし
袱紗;ふꜛくさꜜ
服罪;ふꜛくざい
伏在;ふꜛくざい
袱紗捌き;ふꜛくささꜜばき
ふぐ刺し;ふꜛぐ~さし
河豚刺し;ふꜛぐ~さし
複雑;ふꜛくざつ
副作用;ふꜛくさꜜよう
副産物;ふꜛくさꜜんぶつ
福祉;ふꜛくꜜし
副使;ふꜛくꜜし
副使;ふꜛくし
副詞;ふꜛくし
服地;ふꜛくじ
複式;ふꜛくし*き
複式学級;ふꜛくし*きがꜜっきゅう
腹式呼吸;ふꜛくし*きこꜜきゅう
複式簿記;ふꜛくし*きぼꜜき
福祉行政;ふꜛくしぎょꜜうせい
福祉国家;ふꜛくし*こꜜっか
副次的;ふꜛくじてき
福祉年金;ふꜛくしねꜜんきん
福島;ふꜛくꜜしま
複写;ふꜛくしゃ
ふく射;ふꜛくしゃ
輻射;ふꜛくしゃ
伏射;ふꜛくしゃ
複写機;ふꜛくしゃꜜき
複写紙;ふꜛくしゃꜜし
ふく射線;ふꜛくしゃせん
輻射線;ふꜛくしゃせん
ふく射熱;ふꜛくしゃꜜねつ
輻射熱;ふꜛくしゃꜜねつ
復習;ふꜛくしゅう
復しゅう;ふꜛくしゅう
復讐;ふꜛくしゅう
服従;ふꜛくじゅう
副収入;ふꜛくしゅꜜうにゅう
福寿草;ふꜛくじゅそう
副書;ふꜛくしょ
副署;ふꜛくしょ
副将;ふꜛくしょう
副賞;ふꜛくしょう
復唱;ふꜛくしょう
複勝;ふꜛくしょう
復職;ふꜛくしょく
服飾;ふꜛくしょく
副食;ふꜛくしょく
副食品;ふꜛくしょく*ひん
服飾品;ふꜛくしょく*ひん
副食品;ふꜛくしょくꜜひん
服飾品;ふꜛくしょくꜜひん
副食物;ふꜛくしょくꜜぶつ
腹心;ふꜛくしん
覆審;ふꜛくしん
副審;ふꜛくしん
副じん;ふꜛくじん
副腎;ふꜛくじん
福神漬;ふꜛくじんずけ
福神漬;ふꜛくじんづけ
服す;ふꜛくꜜす
復す;ふꜛくꜜす
腹水;ふꜛく*すい
覆水;ふꜛくすい
複数;ふꜛくすꜜう
福助;ふꜛくꜜす*け
服する;ふꜛくすꜜる
伏する;ふꜛくすꜜる
復する;ふꜛくすꜜる
複製;ふꜛくせい
復姓;ふꜛくせい
複製品;ふꜛくせいひん
複製品;ふꜛくせꜜいひん
復籍;ふꜛくせき
復席;ふꜛくせき
伏線;ふꜛくせん
複線;ふꜛくせん
